1.jpg 0 [133.73519897460938,65.8331527709961]
Fruit (7839).jpg 2 [78.30754089355469,75.38679504394531]
Fruit (7839).jpg 3 [55.34048843383789,130.7170238494873]
Fruit (784).jpg 0 [76.8720703125,71.3838882446289]
Fruit (784).jpg 1 [33.1572151184082,111.1297492980957]
Fruit (784).jpg 2 [195.7720947265625,143.961895942688]
Fruit (784).jpg 3 [135.22906494140625,36.4703254699707]
Fruit (784).jpg 4 [127.56836700439453,88.90844345092773]
Fruit (784).jpg 5 [201.85586547851562,40.09010314941406]
Fruit (784).jpg 6 [105.55699920654297,136.97225952148438]
Fruit (784).jpg 7 [190.59994506835938,95.8077278137207]
Fruit (784).jpg 8 [143.4386444091797,159.14090657234192]
Fruit (7840).jpg 0 [130.39303588867188,59.72719955444336]
Fruit (7840).jpg 1 [178.6482391357422,151.15505981445312]
Fruit (7840).jpg 2 [119.46208190917969,120.107177734375]
Fruit (7840).jpg 3 [189.80276489257812,89.94112968444824]
Fruit (7841).jpg 0 [130.39303588867188,59.72719955444336]
Fruit (7841).jpg 1 [178.6482391357422,151.15505981445312]
Fruit (7841).jpg 2 [119.46208190917969,120.107177734375]
Fruit (7841).jpg 3 [189.80276489257812,89.94112968444824]
Fruit (7842).jpg 0 [95.15853881835938,76.40146255493164]
Fruit (7842).jpg 1 [122.60357666015625,128.99105548858643]
Fruit (7843).jpg 0 [223.08230590820312,151.770601272583]
Fruit (7843).jpg 1 [51.862300872802734,106.19119644165039]
Fruit (7844).jpg 0 [176.8863983154297,107.66355514526367]
Fruit (7844).jpg 1 [118.69679260253906,99.15732383728027]
Fruit (7844).jpg 2 [153.7406768798828,58.841278076171875]
Fruit (7845).jpg 0 [96.0723648071289,123.83302688598633]
Fruit (7847).jpg 0 [176.8863983154297,107.66355514526367]
Fruit (7847).jpg 1 [118.69679260253906,99.15732383728027]
Fruit (7847).jpg 2 [153.7406768798828,58.841278076171875]
Fruit (7849).jpg 0 [96.0723648071289,123.83302688598633]
Fruit (785).jpg 0 [76.8720703125,71.3838882446289]
Fruit (785).jpg 1 [33.1572151184082,111.1297492980957]
Fruit (785).jpg 2 [195.7720947265625,143.961895942688]
Fruit (785).jpg 3 [135.22906494140625,36.4703254699707]
Fruit (785).jpg 4 [127.56836700439453,88.90844345092773]
Fruit (785).jpg 5 [201.85586547851562,40.09010314941406]
Fruit (785).jpg 6 [105.55699920654297,136.97225952148438]
Fruit (785).jpg 7 [190.59994506835938,95.8077278137207]
Fruit (785).jpg 8 [143.4386444091797,159.14090657234192]
Fruit (7850).jpg 0 [133.14822387695312,65.40117263793945]
Fruit (7850).jpg 1 [126.98463439941406,127.0962324142456]
Fruit (7851).jpg 0 [163.43533325195312,58.8726806640625]
Fruit (7851).jpg 1 [106.92242431640625,117.04364585876465]
Fruit (7855).jpg 0 [162.977294921875,160.0634707212448]
Fruit (786).jpg 0 [68.60865783691406,156.45618319511414]
Fruit (786).jpg 1 [213.29629516601562,157.50303530693054]
Fruit (786).jpg 2 [67.57441711425781,56.221038818359375]
Fruit (786).jpg 3 [130.906005859375,81.08168411254883]
Fruit (786).jpg 4 [142.9969024658203,141.1541166305542]
Fruit (786).jpg 5 [95.80278015136719,122.57461166381836]
Fruit (786).jpg 6 [205.37777709960938,54.533931732177734]
Fruit (786).jpg 7 [40.65733337402344,101.82324981689453]
Fruit (786).jpg 8 [186.11618041992188,102.78156852722168]
Fruit (7861).jpg 0 [95.5618896484375,104.83675384521484]
Fruit (7866).jpg 0 [178.4375,162.31827461719513]
Fruit (7866).jpg 1 [175.023193359375,45.572509765625]
Fruit (7866).jpg 2 [134.33010864257812,127.95221138000488]
Fruit (7867).jpg 0 [71.98324584960938,91.9997444152832]
Fruit (7867).jpg 1 [182.97532653808594,86.31325912475586]
Fruit (7868).jpg 0 [141.75732421875,93.99798965454102]
Fruit (7868).jpg 1 [74.3671875,70.22173309326172]
Fruit (7868).jpg 2 [183.373779296875,126.31923294067383]
Fruit (7868).jpg 3 [130.9690399169922,32.76696014404297]
Fruit (7869).jpg 0 [105.34001922607422,124.67144966125488]
Fruit (7869).jpg 1 [126.30756378173828,50.0416259765625]
Fruit (7869).jpg 2 [67.5885009765625,69.19989776611328]
Fruit (7869).jpg 3 [56.60307312011719,155.31190729141235]
Fruit (787).jpg 0 [99.65711975097656,84.67930603027344]
Fruit (787).jpg 1 [54.25267028808594,129.23793601989746]
Fruit (787).jpg 2 [151.5155029296875,89.59859085083008]
Fruit (787).jpg 3 [245.70635986328125,59.613094329833984]
Fruit (7870).jpg 0 [179.5899658203125,67.50153732299805]
Fruit (7871).jpg 0 [179.5899658203125,67.50153732299805]
Fruit (788).jpg 0 [79.65249633789062,72.51581573486328]
Fruit (788).jpg 1 [151.21087646484375,145.37809562683105]
Fruit (788).jpg 2 [208.881103515625,118.77944374084473]
Fruit (788).jpg 3 [155.5526885986328,102.96199226379395]
Fruit (788).jpg 4 [193.68154907226562,71.19659805297852]
Fruit (7881).jpg 0 [171.27865600585938,161.30053716897964]
Fruit (7882).jpg 0 [110.22164916992188,82.50094604492188]
Fruit (7883).jpg 0 [110.22164916992188,82.50094604492188]
Fruit (7886).jpg 0 [192.0352020263672,76.11415100097656]
Fruit (7886).jpg 1 [144.6923828125,114.27434921264648]
Fruit (7886).jpg 2 [204.09249877929688,136.35315704345703]
Fruit (7887).jpg 0 [45.30424499511719,152.65132880210876]
Fruit (7887).jpg 1 [104.32772827148438,85.01812362670898]
Fruit (7887).jpg 2 [205.34901428222656,65.1207275390625]
Fruit (7888).jpg 0 [98.44044494628906,141.80420207977295]
Fruit (7888).jpg 1 [105.34561157226562,54.888275146484375]
Fruit (789).jpg 0 [235.293212890625,112.49845695495605]
Fruit (789).jpg 1 [154.20204162597656,61.85265350341797]
Fruit (789).jpg 2 [115.13284301757812,33.16128158569336]
Fruit (7890).jpg 0 [98.44044494628906,141.80420207977295]
Fruit (7890).jpg 1 [105.34561157226562,54.888275146484375]
Fruit (7892).jpg 0 [215.5615997314453,40.24784469604492]
Fruit (7892).jpg 1 [107.33966827392578,107.16578483581543]
Fruit (7892).jpg 2 [237.09521484375,110.74543190002441]
Fruit (7892).jpg 3 [168.29942321777344,85.15744018554688]
Fruit (7892).jpg 4 [176.40975952148438,141.60342407226562]
Fruit (7893).jpg 0 [215.5615997314453,40.24784469604492]
Fruit (7893).jpg 1 [107.33966827392578,107.16578483581543]
Fruit (7893).jpg 2 [237.09521484375,110.74543190002441]
Fruit (7893).jpg 3 [168.29942321777344,85.15744018554688]
Fruit (7893).jpg 4 [176.40975952148438,141.60342407226562]
Fruit (7894).jpg 0 [101.95339965820312,99.13512992858887]
Fruit (79).jpg 0 [75.93135833740234,72.07540893554688]
Fruit (79).jpg 1 [103.75569152832031,139.20503997802734]
Fruit (79).jpg 2 [135.1863555908203,36.10445022583008]
Fruit (79).jpg 3 [128.46475219726562,88.57956314086914]
Fruit (79).jpg 4 [31.422161102294922,110.51852226257324]
Fruit (79).jpg 5 [196.02737426757812,143.46393013000488]
Fruit (79).jpg 6 [202.05853271484375,38.04194641113281]
Fruit (79).jpg 7 [188.28915405273438,95.32098960876465]
Fruit (79).jpg 8 [142.18698120117188,155.3741283416748]
Fruit (790).jpg 0 [155.58877563476562,61.29819107055664]
Fruit (790).jpg 1 [124.43559265136719,113.5384292602539]
Fruit (790).jpg 2 [187.07180786132812,118.84502601623535]
Fruit (790).jpg 3 [233.03585815429688,55.524314880371094]
Fruit (790).jpg 4 [242.98550415039062,121.51576614379883]
Fruit (7906).jpg 0 [149.9060516357422,97.94472885131836]
Fruit (7907).jpg 0 [24.177772521972656,124.75075340270996]
Fruit (7907).jpg 1 [105.78384399414062,155.76769959926605]
Fruit (7907).jpg 2 [59.66960144042969,164.02119955420494]
Fruit (791).jpg 0 [155.58877563476562,61.29819107055664]
Fruit (791).jpg 1 [124.43559265136719,113.5384292602539]
Fruit (791).jpg 2 [187.07180786132812,118.84502601623535]
Fruit (791).jpg 3 [233.03585815429688,55.524314880371094]
Fruit (791).jpg 4 [242.98550415039062,121.51576614379883]
Fruit (7915).jpg 0 [78.59120178222656,126.81419563293457]
Fruit (792).jpg 0 [90.72152709960938,79.0928840637207]
Fruit (792).jpg 1 [88.9432373046875,135.99854564666748]
Fruit (792).jpg 2 [148.95703125,105.02403259277344]
Fruit (792).jpg 3 [144.74330139160156,155.09426534175873]
Fruit (792).jpg 4 [199.82406616210938,134.99415493011475]
Fruit (792).jpg 5 [143.7642822265625,52.176292419433594]
Fruit (7920).jpg 0 [156.68603515625,44.155616760253906]
Fruit (7926).jpg 0 [228.58474731445312,156.4559544324875]
Fruit (7926).jpg 1 [85.66905975341797,78.09638595581055]
Fruit (7927).jpg 0 [37.22322082519531,155.5052649974823]
Fruit (7927).jpg 1 [107.78691101074219,91.49196243286133]
Fruit (7927).jpg 2 [162.49220275878906,156.08809733390808]
Fruit (7927).jpg 3 [226.58645629882812,72.58180618286133]
Fruit (7928).jpg 0 [152.7263641357422,78.39941024780273]
Fruit (7928).jpg 1 [76.71491241455078,85.94360733032227]
Fruit (7928).jpg 2 [230.13169860839844,85.84164428710938]
Fruit (7928).jpg 3 [125.68165588378906,142.15017127990723]
Fruit (793).jpg 0 [90.72152709960938,79.0928840637207]
Fruit (793).jpg 1 [88.9432373046875,135.99854564666748]
Fruit (793).jpg 2 [148.95703125,105.02403259277344]
Fruit (793).jpg 3 [144.74330139160156,155.09426534175873]
Fruit (793).jpg 4 [199.82406616210938,134.99415493011475]
Fruit (793).jpg 5 [143.7642822265625,52.176292419433594]
Fruit (7932).jpg 0 [46.1566162109375,117.60390663146973]
Fruit (7933).jpg 0 [184.4475860595703,120.52303695678711]
Fruit (7933).jpg 1 [243.9331512451172,146.77673816680908]
Fruit (7934).jpg 0 [172.5238037109375,143.95794486999512]
Fruit (7934).jpg 1 [139.18716430664062,106.10718727111816]
Fruit (7937).jpg 0 [46.1566162109375,117.60390663146973]
Fruit (7938).jpg 0 [184.4475860595703,120.52303695678711]
Fruit (7938).jpg 1 [243.9331512451172,146.77673816680908]
Fruit (7939).jpg 0 [172.5238037109375,143.95794486999512]
Fruit (7939).jpg 1 [139.18716430664062,106.10718727111816]
Fruit (794).jpg 0 [131.74327087402344,80.91538619995117]
Fruit (794).jpg 1 [215.81146240234375,157.37812900543213]
Fruit (794).jpg 2 [68.03375244140625,56.780818939208984]
Fruit (794).jpg 3 [67.6826171875,157.447833776474]
Fruit (794).jpg 4 [39.99234390258789,103.07189178466797]
Fruit (794).jpg 5 [94.34286499023438,121.43830871582031]
Fruit (794).jpg 6 [206.6429443359375,52.68442153930664]
Fruit (794).jpg 7 [141.97329711914062,142.21679306030273]
Fruit (7940).jpg 0 [207.48907470703125,36.39738464355469]
Fruit (7940).jpg 1 [184.49757385253906,74.48818588256836]
Fruit (7941).jpg 0 [81.92345428466797,155.74698686599731]
Fruit (795).jpg 0 [109.70460510253906,139.83821201324463]
Fruit (795).jpg 1 [232.3402099609375,116.02375793457031]
Fruit (795).jpg 2 [189.4764862060547,83.85665512084961]
Fruit (795).jpg 3 [124.8404541015625,77.55231475830078]
Fruit (795).jpg 4 [67.74728393554688,102.87380790710449]
Fruit (795).jpg 5 [72.71066284179688,69.25944519042969]
Fruit (7951).jpg 0 [213.22256469726562,135.43409824371338]
Fruit (7951).jpg 1 [86.6133041381836,149.9532208442688]
Fruit (7952).jpg 0 [106.9017562866211,113.58346939086914]
Fruit (7952).jpg 1 [211.76638793945312,145.34836673736572]
Fruit (7952).jpg 2 [186.1634979248047,65.41732406616211]
Fruit (7952).jpg 3 [124.95770263671875,48.324798583984375]
Fruit (7953).jpg 0 [107.52391052246094,43.368595123291016]
Fruit (7953).jpg 1 [163.75213623046875,67.361083984375]
Fruit (7953).jpg 2 [222.9381103515625,44.07394790649414]
Fruit (7955).jpg 0 [141.0138702392578,134.30603218078613]
Fruit (7955).jpg 1 [212.55361938476562,141.68993663787842]
Fruit (7958).jpg 0 [141.0138702392578,134.30603218078613]
Fruit (7958).jpg 1 [212.55361938476562,141.68993663787842]
Fruit (796).jpg 0 [164.5845947265625,94.20333099365234]
Fruit (796).jpg 1 [65.349365234375,115.5921573638916]
Fruit (796).jpg 2 [132.11341857910156,132.58321285247803]
Fruit (796).jpg 3 [35.562103271484375,67.9616470336914]
Fruit (796).jpg 4 [187.42730712890625,130.92572212219238]
Fruit (7960).jpg 0 [127.3343276977539,93.63653564453125]
Fruit (7960).jpg 1 [65.8389892578125,97.80866813659668]
Fruit (7964).jpg 0 [47.02420425415039,137.82418155670166]
Fruit (7967).jpg 0 [108.6732177734375,122.44527435302734]
Fruit (7969).jpg 0 [134.442138671875,127.37699317932129]
Fruit (7969).jpg 1 [137.11546325683594,70.90510559082031]
Fruit (797).jpg 0 [164.5845947265625,94.20333099365234]
Fruit (797).jpg 1 [65.349365234375,115.5921573638916]
Fruit (797).jpg 2 [132.11341857910156,132.58321285247803]
Fruit (797).jpg 3 [35.562103271484375,67.9616470336914]
Fruit (797).jpg 4 [187.42730712890625,130.92572212219238]
Fruit (7970).jpg 0 [74.31068420410156,95.88924980163574]
Fruit (7970).jpg 1 [138.22763061523438,109.1486759185791]
Fruit (7970).jpg 2 [183.36392211914062,136.64083576202393]
Fruit (7970).jpg 3 [120.5736083984375,39.87957000732422]
Fruit (7971).jpg 0 [124.2168960571289,117.68057823181152]
Fruit (7971).jpg 1 [203.4188232421875,134.63550090789795]
Fruit (7971).jpg 2 [193.09088134765625,74.82855606079102]
Fruit (7972).jpg 0 [133.66981506347656,69.40557861328125]
Fruit (7972).jpg 1 [192.55612182617188,123.30442428588867]
Fruit (7972).jpg 2 [203.74679565429688,40.951904296875]
Fruit (7972).jpg 3 [231.83746337890625,89.63817596435547]
Fruit (7973).jpg 0 [133.66981506347656,69.40557861328125]
Fruit (7973).jpg 1 [192.55612182617188,123.30442428588867]
Fruit (7973).jpg 2 [203.74679565429688,40.951904296875]
Fruit (7973).jpg 3 [231.83746337890625,89.63817596435547]
Fruit (7974).jpg 0 [159.1132354736328,76.89273834228516]
Fruit (7974).jpg 1 [169.02178955078125,136.3258237838745]
Fruit (7975).jpg 0 [153.09922790527344,146.56297206878662]
Fruit (7975).jpg 1 [188.05755615234375,40.057918548583984]
Fruit (7975).jpg 2 [206.3104248046875,127.4307861328125]
Fruit (7976).jpg 0 [144.29925537109375,97.1849594116211]
Fruit (7977).jpg 0 [144.14625549316406,92.28631591796875]
Fruit (7978).jpg 0 [153.09922790527344,146.56297206878662]
Fruit (7978).jpg 1 [188.05755615234375,40.057918548583984]
Fruit (7978).jpg 2 [206.3104248046875,127.4307861328125]
Fruit (798).jpg 0 [76.6159439086914,70.32585144042969]
Fruit (798).jpg 1 [158.995361328125,45.27427673339844]
Fruit (798).jpg 2 [30.548351287841797,104.86761474609375]
Fruit (798).jpg 3 [29.643280029296875,36.64797592163086]
Fruit (798).jpg 4 [111.16016387939453,141.71602249145508]
Fruit (798).jpg 5 [184.32606506347656,100.84990882873535]
Fruit (798).jpg 6 [197.2582550048828,144.25449466705322]
Fruit (798).jpg 7 [127.62493896484375,92.78668594360352]
Fruit (798).jpg 8 [130.30223083496094,147.439697265625]
Fruit (7980).jpg 0 [144.29925537109375,97.1849594116211]
Fruit (7981).jpg 0 [144.14625549316406,92.28631591796875]
Fruit (7982).jpg 0 [72.95903015136719,128.25767993927002]
Fruit (7983).jpg 0 [176.25222778320312,28.821327209472656]
Fruit (7983).jpg 1 [127.39889526367188,143.55478763580322]
Fruit (7983).jpg 2 [106.03759765625,98.21711730957031]
Fruit (7983).jpg 3 [162.94534301757812,117.01734924316406]
Fruit (7983).jpg 4 [162.5782470703125,77.30364608764648]
Fruit (799).jpg 0 [76.6159439086914,70.32585144042969]
Fruit (799).jpg 1 [158.995361328125,45.27427673339844]
Fruit (799).jpg 2 [30.548351287841797,104.86761474609375]
Fruit (799).jpg 3 [29.643280029296875,36.64797592163086]
Fruit (799).jpg 4 [111.16016387939453,141.71602249145508]
Fruit (799).jpg 5 [184.32606506347656,100.84990882873535]
Fruit (799).jpg 6 [197.2582550048828,144.25449466705322]
Fruit (799).jpg 7 [127.62493896484375,92.78668594360352]
Fruit (799).jpg 8 [130.30223083496094,147.439697265625]
Fruit (7995).jpg 0 [228.98910522460938,143.2642707824707]
Fruit (7996).jpg 0 [41.91980743408203,126.56879234313965]
Fruit (7999).jpg 0 [112.11872863769531,83.36423110961914]
Fruit (8).jpg 0 [66.04987335205078,117.04733848571777]
Fruit (8).jpg 1 [33.54289245605469,67.24430847167969]
Fruit (8).jpg 2 [163.72097778320312,94.45978927612305]
Fruit (8).jpg 3 [132.96994018554688,132.66902542114258]
Fruit (8).jpg 4 [188.28118896484375,130.7825107574463]
Fruit (80).jpg 0 [168.138916015625,164.5569332242012]
Fruit (80).jpg 1 [185.89181518554688,62.84334182739258]
Fruit (80).jpg 2 [236.36569213867188,109.20643043518066]
Fruit (80).jpg 3 [167.969970703125,116.97514915466309]
Fruit (80).jpg 4 [96.5650863647461,129.4079132080078]
Fruit (80).jpg 5 [65.62267303466797,45.4924201965332]
Fruit (80).jpg 6 [118.33799743652344,77.0322036743164]
Fruit (80).jpg 7 [53.8577880859375,152.16721439361572]
Fruit (80).jpg 8 [40.34089660644531,82.3889389038086]
Fruit (800).jpg 0 [76.6159439086914,70.32585144042969]
Fruit (800).jpg 1 [158.995361328125,45.27427673339844]
Fruit (800).jpg 2 [30.548351287841797,104.86761474609375]
Fruit (800).jpg 3 [29.643280029296875,36.64797592163086]
Fruit (800).jpg 4 [111.16016387939453,141.71602249145508]
Fruit (800).jpg 5 [184.32606506347656,100.84990882873535]
Fruit (800).jpg 6 [197.2582550048828,144.25449466705322]
Fruit (800).jpg 7 [127.62493896484375,92.78668594360352]
Fruit (800).jpg 8 [130.30223083496094,147.439697265625]
Fruit (8000).jpg 0 [112.11872863769531,83.36423110961914]
Fruit (8003).jpg 0 [97.96163940429688,38.55440139770508]
Fruit (8003).jpg 1 [186.3044891357422,123.21525955200195]
Fruit (8003).jpg 2 [123.69830322265625,137.9837303161621]
Fruit (8003).jpg 3 [242.73678588867188,110.81863021850586]
Fruit (8003).jpg 4 [163.69822692871094,56.257938385009766]
Fruit (8003).jpg 5 [107.7204360961914,92.43255615234375]
Fruit (8003).jpg 6 [224.25167846679688,27.5675048828125]
Fruit (8008).jpg 0 [126.44865417480469,131.44775676727295]
Fruit (8008).jpg 1 [202.12350463867188,66.66840744018555]
Fruit (8009).jpg 0 [97.67970275878906,153.61798858642578]
Fruit (8009).jpg 1 [146.07510375976562,103.73539733886719]
Fruit (801).jpg 0 [76.39317321777344,162.88885164260864]
Fruit (801).jpg 1 [150.58523559570312,48.019981384277344]
Fruit (801).jpg 2 [33.05853271484375,69.31392669677734]
Fruit (801).jpg 3 [63.52189254760742,117.25802040100098]
Fruit (801).jpg 4 [118.6517562866211,85.54924392700195]
Fruit (801).jpg 5 [123.41175842285156,144.93230628967285]
Fruit (8010).jpg 0 [179.6588592529297,83.66979217529297]
Fruit (8010).jpg 1 [119.93534851074219,120.32890510559082]
Fruit (8011).jpg 0 [67.88140106201172,83.4736442565918]
Fruit (8011).jpg 1 [109.36189270019531,137.04830169677734]
Fruit (8011).jpg 2 [22.09783363342285,133.1481466293335]
Fruit (8012).jpg 0 [150.71060180664062,99.29951858520508]
Fruit (8013).jpg 0 [150.71060180664062,99.29951858520508]
Fruit (8014).jpg 0 [66.41908264160156,87.16716384887695]
Fruit (8014).jpg 1 [129.9344024658203,42.86793899536133]
Fruit (8014).jpg 2 [63.42095184326172,151.9782499074936]
Fruit (8014).jpg 3 [127.5782470703125,165.03995895385742]
Fruit (8014).jpg 4 [125.64002990722656,108.84659576416016]
Fruit (8015).jpg 0 [61.5673828125,127.70497703552246]
Fruit (8015).jpg 1 [154.80572509765625,125.21698951721191]
Fruit (8016).jpg 0 [190.86654663085938,131.02385234832764]
Fruit (8017).jpg 0 [146.2959442138672,92.33216667175293]
Fruit (8018).jpg 0 [146.2959442138672,92.33216667175293]
Fruit (8019).jpg 0 [37.40242385864258,89.78837203979492]
Fruit (8019).jpg 1 [106.09613800048828,41.78905487060547]
Fruit (8019).jpg 2 [118.77865600585938,155.25146317481995]
Fruit (8019).jpg 3 [164.881103515625,60.742557525634766]
Fruit (8019).jpg 4 [174.25558471679688,126.28222274780273]
Fruit (802).jpg 0 [76.39317321777344,162.88885164260864]
Fruit (802).jpg 1 [150.58523559570312,48.019981384277344]
Fruit (802).jpg 2 [33.05853271484375,69.31392669677734]
Fruit (802).jpg 3 [63.52189254760742,117.25802040100098]
Fruit (802).jpg 4 [118.6517562866211,85.54924392700195]
Fruit (802).jpg 5 [123.41175842285156,144.93230628967285]
Fruit (8020).jpg 0 [37.40242385864258,89.78837203979492]
Fruit (8020).jpg 1 [106.09613800048828,41.78905487060547]
Fruit (8020).jpg 2 [118.77865600585938,155.25146317481995]
Fruit (8020).jpg 3 [164.881103515625,60.742557525634766]
Fruit (8020).jpg 4 [174.25558471679688,126.28222274780273]
Fruit (8021).jpg 0 [71.29034423828125,130.01168823242188]
Fruit (803).jpg 0 [181.07943725585938,104.23156356811523]
Fruit (803).jpg 1 [241.1624755859375,83.8385009765625]
Fruit (803).jpg 2 [164.07986450195312,140.14546298980713]
Fruit (803).jpg 3 [109.78532409667969,109.38118743896484]
Fruit (803).jpg 4 [52.705833435058594,101.48000526428223]
Fruit (803).jpg 5 [95.31805419921875,48.933189392089844]
Fruit (803).jpg 6 [194.0876007080078,58.85485076904297]
Fruit (803).jpg 7 [144.80572509765625,73.26791381835938]
Fruit (803).jpg 8 [32.455116271972656,159.42301511764526]
Fruit (8031).jpg 0 [149.1688232421875,143.69018173217773]
Fruit (8033).jpg 0 [101.54191589355469,152.52672147750854]
Fruit (8033).jpg 1 [107.6612548828125,91.9720230102539]
Fruit (8033).jpg 2 [176.5999755859375,134.8800401687622]
Fruit (8033).jpg 3 [204.8734130859375,64.02710342407227]
Fruit (8036).jpg 0 [45.89585876464844,117.75678062438965]
Fruit (8036).jpg 1 [143.6566619873047,150.50831747055054]
Fruit (8037).jpg 0 [138.23976135253906,119.61784553527832]
Fruit (8037).jpg 1 [140.7052001953125,163.86680388450623]
Fruit (804).jpg 0 [180.1255645751953,117.23676109313965]
Fruit (804).jpg 1 [141.23377990722656,148.92134141921997]
Fruit (804).jpg 2 [79.29341888427734,144.10400485992432]
Fruit (804).jpg 3 [113.95956420898438,86.16873168945312]
Fruit (804).jpg 4 [129.92376708984375,43.81764602661133]
Fruit (804).jpg 5 [205.5548858642578,140.82733249664307]
Fruit (8040).jpg 0 [138.23976135253906,119.61784553527832]
Fruit (8040).jpg 1 [140.7052001953125,163.86680388450623]
Fruit (8041).jpg 0 [45.89585876464844,117.75678062438965]
Fruit (8041).jpg 1 [143.6566619873047,150.50831747055054]
Fruit (805).jpg 0 [180.1255645751953,117.23676109313965]
Fruit (805).jpg 1 [141.23377990722656,148.92134141921997]
Fruit (805).jpg 2 [79.29341888427734,144.10400485992432]
Fruit (805).jpg 3 [113.95956420898438,86.16873168945312]
Fruit (805).jpg 4 [129.92376708984375,43.81764602661133]
Fruit (805).jpg 5 [205.5548858642578,140.82733249664307]
Fruit (8051).jpg 0 [192.30735778808594,84.46193313598633]
Fruit (8055).jpg 0 [68.37725067138672,60.3785400390625]
Fruit (8055).jpg 1 [178.82321166992188,53.41860580444336]
Fruit (8055).jpg 2 [97.6868896484375,141.97328758239746]
Fruit (8055).jpg 3 [187.35107421875,101.39438438415527]
Fruit (8056).jpg 0 [131.34451293945312,148.13748359680176]
Fruit (8056).jpg 1 [68.18563842773438,60.933677673339844]
Fruit (8056).jpg 2 [241.1656494140625,106.58621978759766]
Fruit (8056).jpg 3 [180.67550659179688,73.31419372558594]
Fruit (8057).jpg 0 [41.19123458862305,110.1331787109375]
Fruit (8057).jpg 1 [60.69685363769531,53.98104476928711]
Fruit (8058).jpg 0 [148.89028930664062,112.95960998535156]
Fruit (8058).jpg 1 [168.4947052001953,64.19652557373047]
Fruit (8058).jpg 2 [131.2540283203125,154.7494821548462]
Fruit (8059).jpg 0 [51.31840515136719,157.45965957641602]
Fruit (8059).jpg 1 [68.71021270751953,105.17847633361816]
Fruit (806).jpg 0 [180.1255645751953,117.23676109313965]
Fruit (806).jpg 1 [141.23377990722656,148.92134141921997]
Fruit (806).jpg 2 [79.29341888427734,144.10400485992432]
Fruit (806).jpg 3 [113.95956420898438,86.16873168945312]
Fruit (806).jpg 4 [129.92376708984375,43.81764602661133]
Fruit (806).jpg 5 [205.5548858642578,140.82733249664307]
Fruit (8061).jpg 0 [148.89028930664062,112.95960998535156]
Fruit (8061).jpg 1 [168.4947052001953,64.19652557373047]
Fruit (8061).jpg 2 [131.2540283203125,154.7494821548462]
Fruit (8062).jpg 0 [68.37725067138672,60.3785400390625]
Fruit (8062).jpg 1 [178.82321166992188,53.41860580444336]
Fruit (8062).jpg 2 [97.6868896484375,141.97328758239746]
Fruit (8062).jpg 3 [187.35107421875,101.39438438415527]
Fruit (8063).jpg 0 [131.34451293945312,148.13748359680176]
Fruit (8063).jpg 1 [68.18563842773438,60.933677673339844]
Fruit (8063).jpg 2 [241.1656494140625,106.58621978759766]
Fruit (8063).jpg 3 [180.67550659179688,73.31419372558594]
Fruit (8064).jpg 0 [41.19123458862305,110.1331787109375]
Fruit (8064).jpg 1 [60.69685363769531,53.98104476928711]
Fruit (8065).jpg 0 [51.31840515136719,157.45965957641602]
Fruit (8065).jpg 1 [68.71021270751953,105.17847633361816]
Fruit (807).jpg 0 [148.6217498779297,104.25353622436523]
Fruit (807).jpg 1 [90.3097915649414,78.64044189453125]
Fruit (807).jpg 2 [88.74950408935547,135.8603115081787]
Fruit (807).jpg 3 [143.9366455078125,155.3442211151123]
Fruit (807).jpg 4 [199.7426300048828,135.2164430618286]
Fruit (807).jpg 5 [146.24176025390625,50.64411926269531]
Fruit (8075).jpg 0 [149.89480590820312,143.3855152130127]
Fruit (8079).jpg 0 [94.35494995117188,123.2485179901123]
Fruit (8079).jpg 1 [127.91905212402344,69.0709457397461]
Fruit (808).jpg 0 [148.6217498779297,104.25353622436523]
Fruit (808).jpg 1 [90.3097915649414,78.64044189453125]
Fruit (808).jpg 2 [88.74950408935547,135.8603115081787]
Fruit (808).jpg 3 [143.9366455078125,155.3442211151123]
Fruit (808).jpg 4 [199.7426300048828,135.2164430618286]
Fruit (808).jpg 5 [146.24176025390625,50.64411926269531]
Fruit (8080).jpg 0 [195.78103637695312,125.197265625]
Fruit (8080).jpg 1 [169.37802124023438,68.9846420288086]
Fruit (8080).jpg 2 [128.724853515625,122.7273178100586]
Fruit (8081).jpg 0 [195.78103637695312,125.197265625]
Fruit (8081).jpg 1 [169.37802124023438,68.9846420288086]
Fruit (8081).jpg 2 [128.724853515625,122.7273178100586]
Fruit (8082).jpg 0 [152.88302612304688,132.5538272857666]
Fruit (8082).jpg 1 [93.0982666015625,115.00008201599121]
Fruit (8083).jpg 0 [92.20437622070312,53.35822677612305]
Fruit (8084).jpg 0 [126.98468017578125,92.54901885986328]
Fruit (8084).jpg 1 [196.191162109375,62.245445251464844]
Fruit (8084).jpg 2 [104.41281127929688,151.1686565876007]
Fruit (8084).jpg 3 [167.4866943359375,128.49670886993408]
Fruit (8084).jpg 4 [159.57203674316406,170.30802500247955]
Fruit (8084).jpg 5 [247.34710693359375,79.29953002929688]
Fruit (8085).jpg 0 [163.33013916015625,138.97502517700195]
Fruit (8085).jpg 1 [149.46104431152344,82.06028366088867]
Fruit (8086).jpg 0 [143.9863739013672,92.19534301757812]
Fruit (8087).jpg 0 [212.12277221679688,149.35561990737915]
Fruit (8087).jpg 1 [189.73291015625,73.90608978271484]
